group	fill	y	showSelected3
1	transparent	1.22640098639892	autre
2	transparent	0.852741577712068	autre
3	transparent	0.485287950618924	autre
4	transparent	0.20119760213499	autre
5	transparent	-0.715448056704097	autre
6	transparent	-0.78465533305414	autre
7	transparent	-0.882571099078038	autre
8	transparent	-0.98002306931085	autre
9	transparent	-1.03615680412955	autre
10	transparent	-1.09931836282785	autre
11	transparent	-1.15333408327756	autre
12	transparent	-1.220061918954	autre
13	transparent	-1.2794353862373	autre
14	transparent	-1.370739093116	autre
15	transparent	-1.44019276390237	autre
16	transparent	-1.50062347275098	autre
17	transparent	-1.57029068173421	autre
18	transparent	-1.68458169385977	autre
19	transparent	-1.82027293260814	autre
20	transparent	-1.97828481968714	autre
21	transparent	-2.24538096123978	autre
22	transparent	-2.66209134342856	autre
23	transparent	-3.7910587184694	autre
24	transparent	-4.19814761257834	autre
25	#000000	-7.23079567450539	minimum
26	transparent	1.32824906055151	autre
27	transparent	0.883653500588496	autre
28	transparent	0.566867062492498	autre
29	transparent	0.352790848542026	autre
30	#000000	-0.777250856125248	minimum
31	transparent	-0.693019269307242	autre
32	transparent	-0.676299038293557	autre
33	transparent	-0.599592988610059	autre
34	transparent	-0.525358337890098	autre
35	transparent	-0.536040521027137	autre
36	transparent	-0.532964075002987	autre
37	transparent	-0.513797591494204	autre
38	transparent	-0.479630613988832	autre
39	transparent	-0.529258516978793	autre
40	transparent	-0.529258516978793	autre
41	transparent	-0.51221272829736	autre
42	transparent	-0.515794369682069	autre
43	transparent	-0.509830816480091	autre
44	transparent	-0.514024937698806	autre
45	transparent	-0.480890578878658	autre
46	transparent	-0.521583059715312	autre
47	transparent	-0.515217430922668	autre
48	transparent	-0.495083791842716	autre
49	transparent	-0.49177829773714	autre
50	transparent	-0.493159537370087	autre
