group	fill	y	showSelected3
1	transparent	1.25262804321021	autre
2	transparent	0.823111149824332	autre
3	transparent	0.45509790111045	autre
4	transparent	0.272772510599867	autre
5	transparent	-1.07712104614565	autre
6	transparent	-1.18880144286985	autre
7	transparent	-1.3035824488225	autre
8	transparent	-1.35211547607935	autre
9	transparent	-1.40347584987677	autre
10	transparent	-1.55871072240065	autre
11	transparent	-1.63569866733427	autre
12	transparent	-1.71048493384933	autre
13	transparent	-1.89060842693883	autre
14	transparent	-2.14007833480016	autre
15	transparent	-2.25317870497643	autre
16	transparent	-2.38284508521045	autre
17	transparent	-2.53184150296071	autre
18	transparent	-2.7387316679127	autre
19	transparent	-2.92354980777714	autre
20	transparent	-3.19578849092805	autre
21	transparent	-3.49165537116384	autre
22	transparent	-3.64986466775481	autre
23	transparent	-3.85843221363988	autre
24	transparent	-4.19814761256618	autre
25	#000000	-7.23079567450539	minimum
26	transparent	1.29948169115747	autre
27	transparent	1.07139041278426	autre
28	transparent	0.991404432595188	autre
29	transparent	0.997590790471491	autre
30	#000000	0.963802894116646	minimum
31	transparent	0.971022619141174	autre
32	transparent	0.970568964589435	autre
33	transparent	0.97836167378158	autre
34	transparent	0.978269453593487	autre
35	transparent	0.979488442899963	autre
36	transparent	0.983045129033682	autre
37	transparent	0.981086277712305	autre
38	transparent	0.981086277712305	autre
39	transparent	0.986360445761921	autre
40	transparent	0.985751195950395	autre
41	transparent	0.985726798544701	autre
42	transparent	0.985796980901246	autre
43	transparent	0.979322625105831	autre
44	transparent	0.978938920467378	autre
45	transparent	0.978938920467378	autre
46	transparent	0.978950337360858	autre
47	transparent	0.978926976605854	autre
48	transparent	0.978992206813426	autre
49	transparent	0.978992206813426	autre
50	transparent	0.978945558986856	autre
