group	fill	y	showSelected3
1	transparent	1.20567031471469	autre
2	transparent	0.825335588411839	autre
3	transparent	0.538058171333911	autre
4	transparent	0.331986961743435	autre
5	transparent	-0.676571917822977	autre
6	transparent	-0.776914591555384	autre
7	transparent	-0.831714918652624	autre
8	transparent	-0.915841392343271	autre
9	transparent	-1.05816578585909	autre
10	transparent	-1.16530678364709	autre
11	transparent	-1.24470292235872	autre
12	transparent	-1.3297526015368	autre
13	transparent	-1.40701694365189	autre
14	transparent	-1.49165595659407	autre
15	transparent	-1.56201998299742	autre
16	transparent	-1.61534377284735	autre
17	transparent	-1.80847121245117	autre
18	transparent	-1.8996260591005	autre
19	transparent	-2.40695509892641	autre
20	transparent	-2.72647245784838	autre
21	transparent	-2.99454782789092	autre
22	transparent	-3.33700978458995	autre
23	transparent	-3.8041201995768	autre
24	transparent	-4.19814761254567	autre
25	#000000	-7.23079567450539	minimum
26	transparent	1.33846067245234	autre
27	transparent	1.0674460999304	autre
28	transparent	0.875812583137398	autre
29	transparent	0.916145312419345	autre
30	#000000	0.832924842840703	minimum
31	transparent	0.870550685462788	autre
32	transparent	0.870771492317381	autre
33	transparent	0.869957541355964	autre
34	transparent	0.870506479781839	autre
35	transparent	0.870449634740233	autre
36	transparent	0.848597939121581	autre
37	transparent	0.849042256775272	autre
38	transparent	0.849695876872035	autre
39	transparent	0.850188603061787	autre
40	transparent	0.850362463824346	autre
41	transparent	0.849976429092766	autre
42	transparent	0.849263647689357	autre
43	transparent	0.848919155833269	autre
44	transparent	0.849436016879314	autre
45	transparent	0.849558064690646	autre
46	transparent	0.849234944500553	autre
47	transparent	0.849276745803716	autre
48	transparent	0.849074021544175	autre
49	transparent	0.849011614443745	autre
50	transparent	0.848948689889989	autre
