group	colour	yend	showSelected1
1	#FC8D62	-0.609074016709593	validation
2	#66C2A5	-0.609074016709593	sous-entraînement
3	#FC8D62	-0.609074016709593	validation
4	#FC8D62	-0.609074016709593	validation
5	#66C2A5	-0.609074016709593	sous-entraînement
6	#FC8D62	-0.609074016709593	validation
7	#66C2A5	-0.609074016709593	sous-entraînement
8	#FC8D62	-0.609074016709593	validation
9	#FC8D62	-0.609074016709593	validation
10	#66C2A5	-0.609074016709593	sous-entraînement
11	#FC8D62	-0.609074016709593	validation
12	#66C2A5	0.241638451385924	sous-entraînement
13	#FC8D62	0.241638451385924	validation
14	#FC8D62	0.241638451385924	validation
15	#66C2A5	0.241638451385924	sous-entraînement
16	#FC8D62	0.241638451385924	validation
17	#66C2A5	0.241638451385924	sous-entraînement
18	#FC8D62	0.241638451385924	validation
19	#66C2A5	0.241638451385924	sous-entraînement
20	#FC8D62	0.241638451385924	validation
21	#FC8D62	0.241638451385924	validation
22	#FC8D62	-0.828172114073528	validation
23	#66C2A5	-0.828172114073528	sous-entraînement
24	#66C2A5	-1.03456378199638	sous-entraînement
25	#66C2A5	-0.773646037620576	sous-entraînement
26	#66C2A5	-0.862342552141928	sous-entraînement
27	#FC8D62	-0.862342552141928	validation
28	#FC8D62	-0.862342552141928	validation
29	#66C2A5	-0.862342552141928	sous-entraînement
30	#66C2A5	-0.793834456390077	sous-entraînement
31	#FC8D62	-0.793834456390077	validation
32	#66C2A5	1.60298343025891	sous-entraînement
33	#66C2A5	1.60298343025891	sous-entraînement
34	#66C2A5	1.60298343025891	sous-entraînement
35	#FC8D62	1.60298343025891	validation
36	#FC8D62	1.60298343025891	validation
37	#FC8D62	1.68844085815986	validation
38	#FC8D62	1.68844085815986	validation
39	#66C2A5	1.68844085815986	sous-entraînement
40	#66C2A5	1.68844085815986	sous-entraînement
41	#66C2A5	0.313055412190002	sous-entraînement
42	#FC8D62	0.313055412190002	validation
43	#66C2A5	0.392189100519281	sous-entraînement
44	#66C2A5	0.392189100519281	sous-entraînement
45	#66C2A5	0.289452676480373	sous-entraînement
46	#FC8D62	0.289452676480373	validation
47	#FC8D62	0.289452676480373	validation
48	#FC8D62	0.289452676480373	validation
49	#66C2A5	0.289452676480373	sous-entraînement
50	#66C2A5	0.417618544460782	sous-entraînement
