group	fill	y	showSelected3
1	transparent	1.18536377146084	autre
2	transparent	0.880661416025607	autre
3	transparent	0.634771987805343	autre
4	transparent	0.108533461561103	autre
5	transparent	-0.9480423905226	autre
6	transparent	-1.01579653341495	autre
7	transparent	-1.08771627706226	autre
8	transparent	-1.15889089549228	autre
9	transparent	-1.22440680765184	autre
10	transparent	-1.29805913760422	autre
11	transparent	-1.394292045123	autre
12	transparent	-1.50703570617331	autre
13	transparent	-1.61183587363058	autre
14	transparent	-1.71372121557673	autre
15	transparent	-1.81107746447221	autre
16	transparent	-1.88401860590846	autre
17	transparent	-2.10354072965501	autre
18	transparent	-2.24418450469964	autre
19	transparent	-2.37544210052502	autre
20	transparent	-2.56247395274265	autre
21	transparent	-2.87730752098048	autre
22	transparent	-3.15869722302207	autre
23	transparent	-3.85843221364511	autre
24	transparent	-4.19814761257753	autre
25	#000000	-7.23079567450539	minimum
26	transparent	1.35139270905813	autre
27	transparent	1.14466296064979	autre
28	#000000	1.01195538804818	minimum
29	transparent	1.21169997042242	autre
30	transparent	1.09995471086584	autre
31	transparent	1.10124073645203	autre
32	transparent	1.10174396607934	autre
33	transparent	1.11755341966165	autre
34	transparent	1.11726718772226	autre
35	transparent	1.09057416419072	autre
36	transparent	1.09076610513006	autre
37	transparent	1.08989547951701	autre
38	transparent	1.0900947850821	autre
39	transparent	1.08943547128248	autre
40	transparent	1.08999334314287	autre
41	transparent	1.08994323852232	autre
42	transparent	1.08981864987562	autre
43	transparent	1.0894766716809	autre
44	transparent	1.08905245041821	autre
45	transparent	1.08904616462204	autre
46	transparent	1.08913955750151	autre
47	transparent	1.08897390386315	autre
48	transparent	1.08897390386315	autre
49	transparent	1.08897390386315	autre
50	transparent	1.08893769253129	autre
