group	colour	yend	showSelected1
1	#66C2A5	-0.624296488988015	sous-entraînement
2	#66C2A5	-0.624296488988015	sous-entraînement
3	#FC8D62	-0.624296488988015	validation
4	#FC8D62	-0.624296488988015	validation
5	#66C2A5	-0.624296488988015	sous-entraînement
6	#66C2A5	-0.624296488988015	sous-entraînement
7	#66C2A5	-0.624296488988015	sous-entraînement
8	#FC8D62	-0.624296488988015	validation
9	#66C2A5	-0.624296488988015	sous-entraînement
10	#FC8D62	-0.624296488988015	validation
11	#FC8D62	-0.624296488988015	validation
12	#FC8D62	0.041846300836117	validation
13	#66C2A5	0.041846300836117	sous-entraînement
14	#66C2A5	0.041846300836117	sous-entraînement
15	#FC8D62	0.041846300836117	validation
16	#66C2A5	0.229600021319817	sous-entraînement
17	#66C2A5	0.229600021319817	sous-entraînement
18	#66C2A5	0.229600021319817	sous-entraînement
19	#66C2A5	0.229600021319817	sous-entraînement
20	#66C2A5	0.229600021319817	sous-entraînement
21	#66C2A5	-0.785951494661377	sous-entraînement
22	#FC8D62	-0.785951494661377	validation
23	#66C2A5	-0.785951494661377	sous-entraînement
24	#66C2A5	-1.00863381639818	sous-entraînement
25	#FC8D62	-1.00863381639818	validation
26	#FC8D62	-1.00863381639818	validation
27	#FC8D62	-1.00863381639818	validation
28	#66C2A5	-1.00863381639818	sous-entraînement
29	#FC8D62	-1.00863381639818	validation
30	#FC8D62	-1.00863381639818	validation
31	#FC8D62	-1.00863381639818	validation
32	#FC8D62	-1.00863381639818	validation
33	#FC8D62	1.57156540413725	validation
34	#FC8D62	1.57156540413725	validation
35	#FC8D62	1.57156540413725	validation
36	#66C2A5	1.57156540413725	sous-entraînement
37	#FC8D62	1.57156540413725	validation
38	#66C2A5	1.57156540413725	sous-entraînement
39	#66C2A5	1.68844085815986	sous-entraînement
40	#66C2A5	1.68844085815986	sous-entraînement
41	#FC8D62	1.68844085815986	validation
42	#FC8D62	0.362374380356153	validation
43	#66C2A5	0.362374380356153	sous-entraînement
44	#66C2A5	0.362374380356153	sous-entraînement
45	#FC8D62	0.362374380356153	validation
46	#66C2A5	0.362374380356153	sous-entraînement
47	#FC8D62	0.362374380356153	validation
48	#66C2A5	0.362374380356153	sous-entraînement
49	#FC8D62	0.362374380356153	validation
50	#FC8D62	0.362374380356153	validation
